ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
67.9353655,18.1420176,0.0323,0.0289,-0.0098,9.406,0.020,55.2,7.723E+00,6.888,0.015,71.7,3.148E+00,1,0,0000,AA,10,57434.66047171,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.654522,113.466441
67.9353816,18.1420945,0.0262,0.0225,-0.0027,9.393,0.015,70.4,1.103E+01,6.940,0.012,93.4,4.790E+00,1,0,0000,AA,10,56904.41796123,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.655669,88.584188
67.9353784,18.1420564,0.0269,0.0229,-0.0042,9.400,0.015,73.5,9.681E+00,6.984,0.012,88.8,6.508E+00,1,0,0000,AA,10,58361.04664579,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.655777,100.629240
67.9353783,18.1420555,0.0324,0.0305,0.0135,9.377,0.020,53.9,5.250E+00,6.963,0.016,67.1,6.032E+00,1,0,0000,AA,5,58728.47316007,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.656043,100.912863
67.9353826,18.1420770,0.0285,0.0259,-0.0015,9.371,0.019,56.2,7.382E+00,6.982,0.014,78.4,5.694E+00,1,0,0000,AA,10,58364.44987559,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.660549,94.062776
67.9353828,18.1420694,0.0243,0.0213,-0.0027,9.384,0.014,76.6,1.188E+01,6.934,0.011,96.1,5.450E+00,1,0,0000,AA,10,57266.16375726,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.663731,96.415134
67.9353701,18.1420207,0.0197,0.0212,-0.0072,9.383,0.014,75.2,8.018E+00,6.954,0.010,107.6,7.513E+00,1,0,0000,AA,10,56712.62234631,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.664719,112.043766
67.9353808,18.1420547,0.0281,0.0238,-0.0090,9.350,0.015,74.6,9.218E+00,6.979,0.012,88.2,4.915E+00,1,0,0000,AA,10,57632.51156029,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.664989,101.017011
67.9353659,18.1420108,0.0258,0.0214,-0.0070,9.329,0.016,69.2,1.126E+01,6.932,0.012,93.6,4.427E+00,1,0,0000,AA,10,57798.32790587,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.665891,115.352041
67.9353841,18.1420745,0.0260,0.0231,-0.0043,9.350,0.016,69.8,9.976E+00,6.943,0.012,94.0,4.125E+00,1,0,0000,AA,10,56904.08904713,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.666366,94.803436
67.9353808,18.1420514,0.0248,0.0234,0.0062,9.409,0.015,72.6,1.301E+01,7.033,0.014,79.8,6.533E+00,1,0,0000,AA,10,57997.47185351,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.667364,102.018213
67.9353545,18.1419903,0.0244,0.0209,0.0077,9.331,0.017,63.9,1.441E+01,6.916,0.012,94.4,6.848E+00,1,0,0000,AA,10,58155.92066563,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.667478,122.529090
67.9353604,18.1419996,0.0280,0.0214,-0.0083,9.408,0.014,75.4,1.116E+01,6.925,0.013,81.7,4.434E+00,1,0,0000,AA,10,57431.38303370,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.667633,119.173260
67.9353614,18.1420008,0.0278,0.0231,0.0050,9.347,0.017,62.3,1.037E+01,6.974,0.013,82.7,8.574E+00,1,0,0000,AA,10,58155.78976142,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.668538,118.707064
67.9353858,18.1420998,0.0287,0.0262,-0.0066,9.363,0.019,56.3,6.678E+00,6.935,0.014,76.3,9.181E+00,1,0,0000,AA,10,58361.76648617,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.670767,86.985020
67.9353837,18.1420607,0.0259,0.0213,0.0042,9.368,0.015,71.1,9.986E+00,6.985,0.012,92.3,8.911E+00,1,0,0000,AA,10,58727.95031132,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.671000,99.044320
67.9353693,18.1420142,0.0304,0.0315,-0.0034,9.374,0.019,57.4,9.413E+00,6.956,0.014,75.6,3.897E+00,1,0,0000,AA,10,58154.93875390,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.671351,113.982858
67.9353593,18.1419950,0.0234,0.0228,0.0095,9.385,0.017,63.1,1.838E+01,6.921,0.011,95.9,1.249E+01,1,0,0000,AA,10,58155.46250105,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.672617,120.561346
67.9353866,18.1420847,0.0256,0.0222,-0.0088,9.392,0.013,81.4,9.926E+00,6.958,0.012,91.2,4.708E+00,1,0,0000,AA,10,56904.15488088,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.672848,91.624933
67.9353551,18.1419881,0.0232,0.0206,-0.0059,9.294,0.016,66.8,1.369E+01,6.931,0.011,95.3,6.739E+00,1,0,0000,AA,10,57072.13168946,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.673487,123.003272
67.9353857,18.1420662,0.0245,0.0229,-0.0065,9.416,0.016,68.8,1.008E+01,7.015,0.012,88.5,5.950E+00,1,0,0000,AA,10,57997.60275677,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.674958,97.292857
67.9353631,18.1419991,0.0267,0.0207,-0.0051,9.322,0.015,74.0,1.311E+01,6.911,0.012,89.8,4.302E+00,1,0,0000,AA,10,57072.00027652,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.676580,118.925064
67.9353544,18.1419853,0.0259,0.0224,-0.0084,9.328,0.017,64.2,1.068E+01,6.958,0.012,87.3,7.292E+00,1,0,0000,AA,10,58155.33159685,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.677040,123.829078
67.9353739,18.1420196,0.0289,0.0247,0.0039,9.339,0.019,58.2,5.952E+00,6.977,0.014,76.7,4.022E+00,1,0,0000,AA,10,56713.08343682,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.678260,111.941673
67.9353813,18.1420404,0.0240,0.0229,-0.0043,9.395,0.014,79.7,1.285E+01,6.915,0.014,80.1,4.799E+00,1,0,0000,AA,10,57431.31745439,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.678365,105.261224
67.9353881,18.1421020,0.0245,0.0204,-0.0097,9.341,0.015,70.9,1.762E+01,6.909,0.012,90.1,7.267E+00,1,0,0000,AA,10,57265.96701971,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.679081,86.352620
67.9353595,18.1419913,0.0287,0.0237,-0.0132,9.406,0.014,75.5,1.055E+01,7.027,0.013,82.5,5.316E+00,1,0,0000,AA,10,58886.93477528,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.680068,121.498393
67.9353601,18.1419912,0.0239,0.0245,-0.0089,9.361,0.015,72.2,9.670E+00,6.937,0.011,94.4,8.620E+00,1,0,0000,AA,10,57798.58984113,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.682010,121.434084
67.9353563,18.1419834,0.0303,0.0249,0.0031,9.331,0.020,55.4,1.742E+01,6.932,0.013,82.9,1.008E+01,1,0,0000,AA,10,58155.59340521,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.686250,124.001349
67.9353882,18.1420604,0.0284,0.0255,0.0051,9.420,0.018,59.3,1.161E+01,6.981,0.013,84.9,4.641E+00,1,0,0000,AA,10,58364.64610306,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.686374,98.931338
67.9353890,18.1420619,0.0267,0.0237,-0.0058,9.358,0.016,69.1,8.560E+00,6.977,0.013,81.3,4.556E+00,1,0,0000,AA,10,57633.49422888,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.688263,98.451876
67.9353894,18.1420642,0.0259,0.0242,0.0087,9.390,0.016,66.2,1.458E+01,6.964,0.012,90.5,1.134E+01,1,0,0000,AA,10,58361.30832488,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.688449,97.753505
67.9353675,18.1419992,0.0270,0.0268,-0.0023,9.308,0.024,46.1,5.130E+00,6.917,0.014,79.1,4.545E+00,1,0,0000,AA,10,58155.20069270,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.689628,118.293998
67.9353881,18.1420538,0.0280,0.0223,-0.0041,9.414,0.016,70.0,1.585E+01,6.914,0.014,76.0,5.868E+00,1,0,0000,AA,10,58361.63558294,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.690121,100.884823
67.9353919,18.1420766,0.0265,0.0212,0.0060,9.369,0.016,68.7,9.329E+00,6.965,0.011,97.0,6.259E+00,1,0,0000,AA,10,58728.40821782,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.692389,93.995104
67.9353573,18.1419813,0.0267,0.0226,-0.0016,9.376,0.014,77.8,1.041E+01,6.944,0.012,91.2,4.212E+00,1,0,0000,AA,10,57798.39335788,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.693330,124.361188
67.9353733,18.1420075,0.0266,0.0254,-0.0072,9.346,0.016,69.1,9.854E+00,6.940,0.013,82.7,2.912E+00,1,0,0000,AA,10,57798.00039140,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.693855,115.343471
67.9353780,18.1420169,0.0259,0.0225,-0.0053,9.373,0.012,87.1,1.217E+01,6.951,0.014,79.2,2.202E+00,1,0,0000,AA,10,56713.47856619,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.694909,112.252911
67.9353713,18.1420005,0.0199,0.0210,-0.0083,9.409,0.015,73.5,1.316E+01,7.007,0.010,103.5,1.250E+01,1,0,0000,AA,10,58886.73854731,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.698928,117.451021
67.9353687,18.1419954,0.0258,0.0217,0.0021,9.339,0.015,73.7,9.629E+00,6.914,0.013,81.7,3.885E+00,1,0,0000,AA,10,57072.59150733,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.699799,119.120941
67.9353950,18.1420878,0.0276,0.0240,-0.0068,9.390,0.016,67.2,1.731E+01,7.004,0.013,82.6,1.302E+01,1,0,0000,AA,5,58728.21199037,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.701357,90.646989
67.9353721,18.1420003,0.0292,0.0248,-0.0126,9.338,0.019,57.5,1.102E+01,6.953,0.013,80.4,1.018E+01,1,0,0000,AA,10,58154.93888122,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.701693,117.400173
67.9353774,18.1420105,0.0257,0.0222,0.0067,9.399,0.017,65.3,6.563E+00,6.964,0.011,99.3,3.229E+00,1,0,0000,AA,10,57430.98968521,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.702084,114.056857
67.9353638,18.1419856,0.0269,0.0217,0.0040,9.369,0.016,68.7,1.033E+01,6.912,0.012,87.6,4.169E+00,1,0,0000,AA,10,57798.13142270,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.703401,122.297544
67.9353830,18.1420226,0.0249,0.0216,-0.0043,9.335,0.016,67.6,6.234E+00,6.975,0.011,100.8,3.592E+00,1,0,0000,AA,10,56713.21510409,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.703435,110.177934
67.9353816,18.1420190,0.0244,0.0258,-0.0098,9.362,0.019,57.1,7.839E+00,6.957,0.012,91.2,8.091E+00,1,0,0000,AA,10,58155.52795311,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.703542,111.303219
67.9353917,18.1420514,0.0268,0.0224,-0.0041,9.395,0.014,78.0,1.306E+01,6.974,0.013,84.3,3.582E+00,1,0,0000,AA,10,58361.37377653,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.703878,101.386166
67.9353715,18.1419975,0.0248,0.0236,-0.0052,9.312,0.016,66.7,6.588E+00,6.968,0.012,87.5,3.147E+00,1,0,0000,AA,10,57071.73757795,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.704575,118.204757
67.9353785,18.1420106,0.0311,0.0241,0.0078,9.350,0.019,58.4,7.196E+00,6.977,0.014,79.1,2.959E+00,1,0,0000,AA,10,56712.75401368,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.705379,113.905550
67.9353778,18.1420081,0.0287,0.0232,-0.0064,9.368,0.016,69.7,5.062E+00,6.946,0.014,77.3,3.667E+00,1,0,0000,AA,10,56713.01747578,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.706891,114.651124
67.9353750,18.1420009,0.0236,0.0225,0.0088,9.318,0.016,67.4,1.170E+01,6.944,0.012,94.1,5.491E+00,1,0,0000,AA,10,57072.45996707,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.709532,116.876627
67.9353839,18.1420199,0.0253,0.0223,0.0038,9.356,0.016,66.9,9.275E+00,6.935,0.012,92.5,5.061E+00,1,0,0000,AA,10,57798.26232659,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.709719,110.828745
67.9353651,18.1419841,0.0261,0.0232,0.0017,9.403,0.015,73.8,6.617E+00,7.004,0.013,84.8,3.614E+00,1,0,0000,AA,10,58886.54231935,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.710051,122.474119
67.9353622,18.1419794,0.0246,0.0227,-0.0052,9.304,0.017,65.4,1.155E+01,6.929,0.013,83.4,5.483E+00,1,0,0000,AA,10,57072.46009444,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.711035,124.053785
67.9353847,18.1420187,0.0249,0.0231,-0.0074,9.327,0.017,63.8,1.052E+01,6.969,0.011,96.8,1.069E+01,1,0,0000,AA,10,58728.80067271,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.713820,111.074723
67.9353635,18.1419798,0.0273,0.0225,-0.0094,9.443,0.014,75.2,9.228E+00,7.025,0.012,91.8,4.967E+00,1,0,0000,AA,10,58520.28127038,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.713926,123.758170
67.9353905,18.1420347,0.0237,0.0220,-0.0044,9.433,0.016,65.9,8.951E+00,7.015,0.012,92.0,8.379E+00,1,0,0000,AA,10,59092.50849545,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.714223,106.184759
67.9353694,18.1419868,0.0260,0.0236,-0.0004,9.336,0.017,64.7,1.007E+01,6.957,0.013,82.7,5.662E+00,1,0,0000,AA,10,58155.65885722,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.717424,121.188336
67.9353967,18.1420563,0.0272,0.0225,-0.0086,9.429,0.014,78.8,1.292E+01,6.997,0.013,86.6,4.117E+00,1,0,0000,AA,10,57997.20991964,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.717457,99.735267
67.9353980,18.1420635,0.0256,0.0235,0.0054,9.432,0.018,61.9,1.241E+01,6.979,0.012,87.0,6.661E+00,1,0,0000,AA,10,58728.21186306,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.717944,97.636008
67.9353854,18.1420157,0.0235,0.0221,-0.0037,9.319,0.015,70.2,5.392E+00,6.955,0.011,96.4,2.575E+00,1,0,0000,AA,10,57071.86886358,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.720000,111.808171
67.9353836,18.1420102,0.0248,0.0236,0.0076,9.310,0.018,61.6,5.976E+00,6.931,0.012,94.0,3.941E+00,1,0,0000,AA,10,58155.20056534,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.721933,113.448906
67.9353833,18.1420071,0.0256,0.0245,-0.0065,9.398,0.016,67.7,2.037E+01,6.998,0.012,92.6,1.478E+01,1,0,0000,AA,10,58519.75778306,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.725509,114.289742
67.9353760,18.1419911,0.0270,0.0242,0.0071,9.445,0.017,62.7,1.117E+01,7.004,0.013,80.7,3.187E+00,1,0,0000,AA,10,58519.69245859,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.729146,119.228571
67.9353826,18.1420017,0.0285,0.0261,0.0050,9.421,0.018,60.0,7.273E+00,6.991,0.015,72.6,3.751E+00,1,0,0000,AA,10,58519.29987502,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.731565,115.754806
67.9354045,18.1421021,0.0248,0.0235,-0.0064,9.343,0.016,68.8,7.990E+00,6.967,0.012,91.7,4.074E+00,1,0,0000,AA,10,56904.54949904,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.735101,86.602803
67.9354040,18.1420625,0.0256,0.0238,-0.0079,9.380,0.015,73.5,1.374E+01,7.003,0.013,86.7,5.856E+00,1,0,0000,AA,10,58728.34276624,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.738767,97.701197
67.9353709,18.1419764,0.0277,0.0242,-0.0080,9.409,0.018,61.8,6.769E+00,6.973,0.013,84.7,4.683E+00,1,0,0000,AA,10,58519.88868672,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.741785,123.457591
67.9354072,18.1420852,0.0263,0.0262,0.0042,9.357,0.020,55.3,7.092E+00,6.911,0.013,81.8,3.051E+00,1,0,0000,AA,10,56903.95750686,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.743249,91.332171
67.9353802,18.1419889,0.0276,0.0280,-0.0075,9.407,0.017,62.1,7.989E+00,7.014,0.015,74.5,7.260E+00,1,0,0000,AA,10,58519.62700676,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.745558,119.220548
67.9353860,18.1419990,0.0257,0.0217,0.0047,9.415,0.016,66.7,9.178E+00,7.020,0.012,90.3,6.097E+00,1,0,0000,AA,10,58520.01959043,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.746274,116.038899
67.9354082,18.1420868,0.0262,0.0258,0.0047,9.526,0.019,57.8,1.406E+01,7.014,0.012,86.9,5.453E+00,1,0,0000,AA,10,59092.83537122,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.746559,90.884121
67.9354049,18.1420533,0.0256,0.0232,-0.0078,9.408,0.014,76.0,1.385E+01,7.039,0.012,88.1,5.873E+00,1,0,0000,AA,10,57996.75163086,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.746957,100.187902
67.9353747,18.1419793,0.0272,0.0251,0.0067,9.392,0.016,68.9,8.201E+00,7.012,0.013,83.0,3.965E+00,1,0,0000,AA,10,58886.67309552,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.747039,122.239771
67.9353908,18.1420083,0.0282,0.0247,-0.0118,9.317,0.018,61.3,7.713E+00,6.942,0.013,81.0,2.766E+00,1,0,0000,AA,10,58155.39704896,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.747261,113.178510
67.9353932,18.1420136,0.0261,0.0228,-0.0075,9.310,0.016,66.9,6.073E+00,6.949,0.013,85.0,4.486E+00,1,0,0000,AA,10,57072.19726856,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.747589,111.586354
67.9353927,18.1420121,0.0230,0.0222,0.0044,9.317,0.015,71.6,1.357E+01,6.948,0.011,98.9,3.279E+00,1,0,0000,AA,10,57072.13156210,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.748006,112.019182
67.9354081,18.1420746,0.0261,0.0243,0.0075,9.385,0.015,70.2,2.818E+01,6.949,0.013,86.0,8.603E+00,1,0,0000,AA,10,57265.83573398,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.748183,94.249442
67.9353962,18.1420194,0.0254,0.0245,0.0096,9.446,0.018,60.5,1.831E+01,7.044,0.011,95.1,1.427E+01,1,0,0000,AA,5,59092.96614704,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.749810,109.813924
67.9353835,18.1419917,0.0241,0.0255,-0.0109,9.337,0.018,60.0,7.554E+00,6.916,0.013,83.0,5.795E+00,1,0,0000,AA,10,58155.06978850,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.750622,118.128303
67.9353903,18.1420042,0.0256,0.0237,0.0063,9.377,0.017,64.9,1.331E+01,6.918,0.012,91.2,6.608E+00,1,0,0000,AA,10,57798.45880984,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.751635,114.264210
67.9353969,18.1420180,0.0248,0.0217,0.0040,9.315,0.017,65.3,1.109E+01,6.951,0.011,97.4,4.574E+00,1,0,0000,AA,10,58155.33146949,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.753781,110.112642
67.9353863,18.1419936,0.0270,0.0223,0.0061,9.426,0.016,66.0,1.718E+01,7.005,0.012,87.3,6.336E+00,1,0,0000,AA,10,58886.80399911,681118101351028843,9.369,0.023,6.959,0.021,4.243,0.015,0.150,0.024,930454588,16.607,0.1573,13.634,0.0558,11.406,0.0373,0.755921,117.328771
