ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
67.8921821,18.1346158,0.0233,0.0205,0.0079,7.762,0.016,66.7,10.98,5.115,0.016,69.3,22.92,1,0,0,AA,10,57798.32790587,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.677849,113.207992
67.8921266,18.1345314,0.0227,0.0199,-0.001,7.871,0.013,86.2,19.91,5.249,0.015,72.9,12.19,1,0,0,AA,10,57798.39335788,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.716653,142.816588
67.8921848,18.1345349,0.0236,0.0221,0.0034,7.768,0.017,65.2,16.72,5.261,0.016,65.9,7.67,1,0,0,AA,10,57798.45880984,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.843496,131.449428
67.8921423,18.1345131,0.0255,0.0248,-0.0127,7.821,0.013,80.7,25.53,5.306,0.017,63.9,10.61,1,0,0,AA,10,57798.58984113,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.801605,142.603779
67.8922165,18.1344847,0.0207,0.0202,0.0058,7.748,0.016,66.2,29.51,5.072,0.011,99.6,45.86,1,0,0,AA,10,57798.72087238,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.046351,134.937796
67.8921155,18.1345015,0.0245,0.0207,-0.0081,7.839,0.012,89.7,33.85,5.189,0.016,69.6,11.29,1,0,0,AA,10,57798.85177637,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.785263,149.787891
67.8921593,18.1347088,0.0223,0.0195,-0.0066,7.864,0.013,86.8,52.32,5.179,0.015,72.1,72.53,1,0,0,AA,10,57996.75163086,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.549184,82.920946
67.8921454,18.1346233,0.0235,0.0216,0.0044,7.812,0.016,68.5,16.57,5.636,0.011,95.2,133,1,0,0,AA,10,57996.88253413,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.552365,115.767137
67.8920892,18.1346991,0.0219,0.0206,-0.0082,7.832,0.016,68.1,18.34,5.114,0.015,74.7,29.11,1,0,0,AA,10,57996.88266145,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.306928,83.872732
67.8921352,18.1346327,0.0193,0.0198,-0.0061,7.857,0.015,73,9.709,5.279,0.011,99.1,30.38,1,0,0,AA,10,57997.01356477,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.506452,114.035365
67.8919943,18.1345641,0.0276,0.0232,-0.0155,7.835,0.014,79.2,19.31,5.577,0.013,81.6,203,1,0,0,AA,10,57997.07901637,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.453664,182.463642
67.8919444,18.1346915,0.0282,0.0254,-0.0108,7.923,0.015,71.2,23.5,5.818,0.017,63,106.2,1,0,0,AA,10,57997.14446804,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.190289,271.626116
67.8921085,18.1346813,0.0258,0.0231,-0.0055,7.913,0.015,74.7,6.044,5.302,0.017,62.6,7.328,1,0,0,AA,10,57997.20991964,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.372513,94.822918
67.8921286,18.1347047,0.0274,0.0265,-0.0116,7.755,0.015,70.1,49.71,5.479,0.015,70.5,90.99,1,0,0,AA,10,57997.27537127,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.44313,83.14124
67.8922393,18.1347184,0.0306,0.0293,0.0114,7.897,0.016,69.9,46.17,5.143,0.022,49.6,14.45,1,0,0,AA,10,57997.34082291,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.82505,82.881562
67.8920485,18.1346986,0.0214,0.02,0.0072,7.837,0.016,67.3,15.99,5.214,0.013,84.4,23.91,1,0,0,AA,10,57997.47185351,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.168796,79.430831
67.8920325,18.134701,0.0322,0.0259,-0.0156,7.806,0.018,60,6.171,5.267,0.022,49.7,7.766,1,0,0,AA,10,57997.60275677,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.118043,70.396508
67.8920292,18.1346627,0.0267,0.0228,-0.0046,7.823,0.015,72.6,18.2,5.774,0.013,85.2,86.67,1,0,0,AA,10,57997.73366,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.140143,134.532098
67.8921106,18.1346282,0.0324,0.0293,0.0066,7.734,0.018,60.1,9.505,5.502,0.019,56.4,22.06,1,0,0,AA,10,58154.9387539,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.438942,120.454512
67.8922839,18.1345265,0.0273,0.0252,-0.0115,7.75,0.02,55.5,19.71,5.049,0.016,68.7,18.34,1,0,0,AA,10,58154.93888122,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.135701,121.216185
67.8922448,18.1346837,0.0281,0.0253,0.0024,7.803,0.018,58.8,14.58,5.607,0.013,84,96.03,1,0,0,AA,10,58155.06966118,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.83781,91.551178
67.8921921,18.1345504,0.025,0.0221,0.0043,7.791,0.018,60.8,10.65,5.189,0.015,70.1,16.7,1,0,0,AA,10,58155.0697885,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.827337,127.404701
67.8921696,18.1346572,0.0254,0.0238,0.0008,7.799,0.018,60.4,12.37,5.792,0.012,93.7,165.5,1,0,0,AA,10,58155.20056534,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.592126,101.502863
67.8921697,18.1344384,0.0313,0.0394,-0.0152,7.527,0.026,42.1,13.68,5.265,0.021,51.5,8.457,1,0,0,AA,10,58155.2006927,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.075856,147.340895
67.8920684,18.1347385,0.0254,0.0218,-0.0019,7.834,0.018,58.7,13.95,5.886,0.01,104.9,231.3,1,0,0,AA,10,58155.33146949,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.291974,53.272397
67.8922318,18.1345674,0.023,0.0223,-0.0085,7.825,0.016,66,20.18,5.291,0.017,64.5,10.49,1,0,0,AA,10,58155.33159685,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.907577,119.098057
67.8922703,18.1346769,0.0302,0.0244,-0.0054,7.849,0.02,55.2,13.82,5.587,0.014,79.7,63.98,1,0,0,AA,10,58155.3969216,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.925945,92.919391
67.8922501,18.1345447,0.0329,0.0285,0.0055,7.759,0.019,57.4,19.12,5.159,0.02,54.2,24.83,1,0,0,AA,10,58155.39704896,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.00286,121.438819
67.8921058,18.1346562,0.0246,0.0226,-0.0045,7.763,0.018,59.4,7.252,5.38,0.012,88,86.48,1,0,0,AA,10,58155.46237369,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.381867,108.581034
67.8922195,18.1347617,0.0253,0.022,0.0043,7.864,0.017,65.4,25.06,5.646,0.013,80.7,53.57,1,0,0,AA,10,58155.46250105,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.794074,71.030826
67.8921569,18.1345914,0.024,0.0245,0.0098,7.781,0.018,59.2,10.06,5.689,0.011,95.4,99.43,1,0,0,AA,10,58155.5278258,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.643533,123.47555
67.8922844,18.134465,0.0348,0.031,-0.016,7.738,0.016,66.2,43.88,5.182,0.023,47,72.27,1,0,0,AA,10,58155.52795311,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.266015,129.777021
67.8921737,18.1346466,0.026,0.0244,-0.0076,7.773,0.016,67.9,13.62,5.435,0.015,71.5,25.02,1,0,0,AA,10,58155.6587299,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.614456,104.730559
67.8922529,18.1346728,0.0288,0.0235,-0.0123,7.739,0.018,61.1,23.62,5.519,0.013,82.5,172.9,1,0,0,AA,10,58155.65885722,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.867426,94.093407
67.8921197,18.1346351,0.0268,0.0252,-0.012,7.801,0.017,63,3.868,5.766,0.013,82.6,167.2,1,0,0,AA,10,58155.78963405,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.454714,115.762843
67.8922234,18.134599,0.0281,0.0249,0.0131,7.735,0.02,54.4,17.86,5.159,0.017,65.2,19.5,1,0,0,AA,10,58155.78976142,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.831545,113.201499
67.8921418,18.1345771,0.0289,0.0248,-0.0063,7.755,0.019,57.6,16.38,5.189,0.015,70.6,32.29,1,0,0,AA,10,58155.92066563,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.632882,129.956509
67.8921949,18.1346772,0.0235,0.0212,-0.0098,7.712,0.014,78.8,19.29,4.865,0.015,73.1,30.37,1,0,0,AA,10,58360.91574256,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.668376,93.953249
67.8920773,18.1346998,0.0232,0.0192,-0.0037,7.701,0.013,80.8,39.53,4.845,0.013,80.9,65.47,1,0,0,AA,10,58361.04664579,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.266801,82.401289
67.8919226,18.1345532,0.0235,0.023,0.0056,7.787,0.017,65.2,23.49,5.609,0.011,101.3,272.2,1,0,0,AA,10,58361.1774217,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.559156,208.266286
67.8922092,18.1346859,0.0195,0.0224,0.0028,7.694,0.017,63.2,33.14,4.764,0.014,78.3,48.92,1,0,0,AA,10,58361.17754906,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.715862,91.181403
67.8922545,18.1347169,0.0226,0.0218,0.0089,7.588,0.014,78.6,47.55,4.933,0.014,77.6,69.34,1,0,0,AA,10,58361.30832488,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.876058,83.653485
67.8921323,18.1345899,0.0253,0.0225,-0.006,7.717,0.014,77.5,9.094,4.968,0.018,60.3,29.49,1,0,0,AA,10,58361.37377653,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.578553,128.525411
67.8920543,18.1346262,0.025,0.0216,-0.0048,7.67,0.014,78.7,22.21,5.276,0.016,68.6,34.55,1,0,0,AA,10,58361.43922817,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.2954,141.033326
67.8921963,18.1346351,0.026,0.0249,-0.0138,7.769,0.014,77.1,45.48,4.886,0.015,71.4,89.91,1,0,0,AA,10,58361.5046798,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.700056,106.398712
67.8921868,18.1347295,0.0197,0.0195,-0.0043,7.692,0.016,69.5,34.06,4.992,0.01,105.4,77.47,1,0,0,AA,10,58361.63558294,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.654702,77.455523
67.8918559,18.1346157,0.0292,0.0266,-0.0053,7.729,0.018,59.1,36.47,5.752,0.014,75.2,68.41,1,0,0,AA,10,58361.76635881,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.560877,241.517331
67.8921283,18.1346039,0.022,0.0229,-0.0107,7.709,0.019,57.1,20.54,5.467,0.01,106.4,369.6,1,0,0,AA,10,58361.76648617,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.53735,125.228189
67.8920545,18.1346228,0.0242,0.0223,-0.0081,7.734,0.015,72.6,34.26,5.419,0.012,87.5,101.1,1,0,0,AA,10,58361.89726208,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.305431,142.377579
67.8921335,18.1345067,0.034,0.0282,0.007,7.744,0.018,61.4,25.62,5.361,0.021,51.2,86.85,1,0,0,AA,10,58364.44987559,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.802524,145.311423
67.8920657,18.1347159,0.0258,0.0242,-0.0095,7.731,0.016,69.7,17.49,4.822,0.014,76.1,52.55,1,0,0,AA,10,58364.51532723,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.243338,67.47027
67.8921147,18.1346599,0.0285,0.0278,-0.0028,7.715,0.02,54.7,7.231,4.957,0.018,60.4,14.2,1,0,0,AA,10,58364.64610306,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.407096,105.436956
67.8921704,18.1346178,0.0255,0.0327,-0.0167,7.698,0.018,60.4,42.61,4.849,0.02,55.2,44.95,1,0,0,AA,10,58364.77700628,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.638285,114.029944
67.8921396,18.1345125,0.026,0.0229,-0.0104,7.683,0.016,69.7,23.49,5.451,0.015,71.6,116.9,1,0,0,AA,10,58364.90790956,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.79776,143.225068
67.8922393,18.1345883,0.0232,0.0211,-0.0088,7.715,0.014,80.1,28.41,5.476,0.012,93.8,144.8,1,0,0,AA,10,58519.16846209,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.896823,114.094306
67.8921851,18.1344467,0.0311,0.0271,0.011,7.594,0.018,59,25.84,5.099,0.02,55.4,11.94,1,0,0,AA,10,58519.29987502,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.080827,144.133068
67.8920932,18.1346036,0.0295,0.0257,-0.014,7.652,0.026,42,4.437,4.831,0.017,64.8,21.99,1,0,0,AA,10,58519.43065132,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.445437,134.289258
67.8921397,18.1345277,0.0261,0.0244,0.0036,7.679,0.014,77.5,20.79,5.003,0.02,55.5,9.12,1,0,0,AA,10,58519.56155493,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.754858,140.716937
67.8920839,18.1346698,0.0228,0.024,-0.0034,7.675,0.018,60.9,17.45,5.061,0.013,84.8,265.7,1,0,0,AA,10,58519.62700676,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.296103,104.216587
67.8920775,18.1347385,0.0251,0.0234,-0.0071,7.785,0.018,61.9,7.161,5.561,0.011,96,413.8,1,0,0,AA,10,58519.69233123,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.317473,56.634415
67.8921584,18.1345031,0.0291,0.03,0.0135,7.632,0.02,54.2,9.395,5.016,0.017,64,21.98,1,0,0,AA,10,58519.69245859,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.863934,141.151506
67.8921729,18.1344646,0.0285,0.0245,-0.009,7.741,0.017,62.6,21.85,4.948,0.013,84,45.8,1,0,0,AA,10,58519.75778306,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.00416,143.908734
67.8922041,18.134516,0.0254,0.0234,-0.0075,7.75,0.013,81.2,19.55,5.071,0.016,66.4,13.11,1,0,0,AA,10,58519.82323488,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.938058,131.894717
67.8921589,18.1344868,0.0214,0.0193,-0.0117,7.721,0.016,69.6,21.34,4.835,0.012,93.3,32.73,1,0,0,AA,10,58519.88868672,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.9114,143.382264
67.8921595,18.1345475,0.0244,0.0207,-0.006,7.67,0.016,67.5,10.5,4.754,0.014,76.6,21.84,1,0,0,AA,10,58520.01959043,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.748953,133.231986
67.8921959,18.1345569,0.0283,0.0239,-0.0062,7.673,0.015,73.1,17.56,4.876,0.023,47,11.89,1,0,0,AA,10,58520.15036672,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.823876,125.562499
67.8921079,18.1347128,0.0207,0.0188,0.0064,7.586,0.013,81.4,48.39,4.739,0.011,99.7,55.35,1,0,0,AA,10,58727.95031132,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.378163,77.464115
67.8920469,18.1346791,0.0255,0.0206,0.0025,7.689,0.014,79.3,23.41,4.969,0.014,80.1,38.36,1,0,0,AA,10,58728.08108719,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.165175,103.742354
67.8919862,18.1345992,0.025,0.0245,0.0053,7.642,0.018,58.7,18.22,5.421,0.012,90.6,187.5,1,0,0,AA,10,58728.21186306,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.330278,188.218573
67.8920987,18.1345369,0.0263,0.0248,0.0095,7.684,0.016,66.5,31.03,5.543,0.013,81.1,169.9,1,0,0,AA,5,58728.21199037,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.646374,148.50609
67.8923127,18.134538,0.0277,0.0228,-0.0075,7.726,0.014,78.9,46.59,5.679,0.014,80,203.4,1,0,0,AA,10,58728.27731459,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.201626,117.089514
67.8920894,18.1344257,0.0191,0.0136,-0.0052,7.773,0.015,73.6,43.54,5.03,0.011,102.9,90.38,1,0,0,AA,10,58728.34276624,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.99943,162.179964
67.892116,18.134694,0.0261,0.0203,0.0073,7.692,0.015,73.4,44.53,4.724,0.013,83.2,55.84,1,0,0,AA,10,58728.40821782,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.397123,87.921909
67.8921887,18.1347632,0.0372,0.0344,0.0079,7.63,0.016,67.7,51.22,4.868,0.033,32.6,26.7,1,0,0,AA,5,58728.47316007,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.697291,67.795011
67.8922205,18.1346288,0.0308,0.0266,-0.0037,7.688,0.018,60.8,20.86,5.04,0.018,59.5,20.33,1,0,0,AA,10,58728.53848434,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.785883,106.280845
67.8921152,18.1346369,0.018,0.0223,-0.0029,7.554,0.015,70.7,54.93,4.798,0.011,97.5,113.6,1,0,0,AA,10,58728.66989684,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.438037,115.874764
67.8922161,18.1348224,0.0216,0.018,-0.0024,7.659,0.014,78.8,106.4,4.928,0.013,84.3,43.26,1,0,0,AA,10,58728.80067271,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.879647,57.189944
67.8919799,18.1345186,0.028,0.0255,-0.006,7.706,0.016,66.1,22.29,5.579,0.013,83.7,86.2,1,0,0,AA,10,58728.93144919,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.620857,186.359064
67.8919636,18.134509,0.0259,0.0209,-0.0079,7.677,0.016,67.2,31.47,4.843,0.015,72.8,34.63,1,0,0,AA,10,58728.9315765,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.663396,190.819656
67.8922607,18.134641,0.0277,0.0275,-0.0077,7.757,0.017,62.4,26.51,5.652,0.014,77.1,61.45,1,0,0,AA,10,58886.28063969,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.909179,101.187519
67.8920856,18.1344627,0.0279,0.0212,-0.0084,7.594,0.016,69.2,27.36,4.931,0.019,58.2,16.52,1,0,0,AA,5,58886.28076701,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.869107,160.308276
67.8921613,18.1345615,0.0228,0.0174,-0.0027,7.596,0.018,60.8,15.11,4.888,0.012,92.9,49.67,1,0,0,AA,10,58886.41154323,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.720085,129.97281
67.8919808,18.1344825,0.0232,0.0229,-0.0076,7.615,0.012,86.9,53.85,4.953,0.015,70.7,40.86,1,0,0,AA,10,58886.54231935,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,0.749885,185.025322
67.8920516,18.1344077,0.0241,0.025,-0.0035,7.557,0.013,80.7,62.26,4.915,0.022,48.9,10.09,1,0,0,AA,10,58886.67309552,6.81118101351029E+017,7.78,0.025,5.278,0.047,0.755,0.012,-2.434,0.002,930454605,13.708,0.0598,11.505,0.0524,9.822,0.0347,1.031498,170.145753
